ProbeID	GeneSymbol
ILMN_1763875	ABCF1
ILMN_1669201	ABCF2
ILMN_1709222	ABCF2
ILMN_1781999	ABCF2
ILMN_1810085	ABCF3
ILMN_1658176	ABCG1
ILMN_1695968	ABCG1
ILMN_1794782	ABCG1
ILMN_1696877	ABCG1
ILMN_1789641	ABCG2
ILMN_1674221	ABCG4
ILMN_1716592	ABCG5
ILMN_1680309	ABCG8
ILMN_1743371	ABHD1
ILMN_1770031	ABHD10
ILMN_1753912	ABHD11
ILMN_1737475	ABHD11
ILMN_1707925	ABHD12B
ILMN_1698311	ABHD12B
ILMN_1785285	ABHD13
ILMN_1794213	ABHD14A
ILMN_1801260	ABHD14B
ILMN_1787618	ABHD2
ILMN_1723662	ABHD2
ILMN_1801767	ABHD3
ILMN_1700633	ABHD4
ILMN_1655702	ABHD5
ILMN_1706344	ABHD6
ILMN_1719498	EPHX4
ILMN_1712707	ABHD8
ILMN_1699750	EPHX3
ILMN_1739081	ABI1
ILMN_1806476	ABI1
ILMN_1775944	ABI2
ILMN_1720988	ABI2
ILMN_1724497	ABI2
ILMN_1755658	ABI3
ILMN_1673639	ABI3BP
ILMN_1686204	ABL1
ILMN_1713732	ABL1
ILMN_1681692	ABL1
ILMN_1657870	ABL2
ILMN_1741628	ABL2
ILMN_1753972	ABL2
ILMN_1696682	ABLIM1
ILMN_1785424	ABLIM1
ILMN_1731610	ABLIM1
ILMN_1758825	ABLIM2
ILMN_1656940	ABLIM3
ILMN_1656979	ABO
ILMN_1731433	AOC1
ILMN_1672878	ABR
ILMN_1655114	ABR
ILMN_1657045	ABR
ILMN_1766991	ABRA
ILMN_1721887	ABT1
ILMN_1802096	ABTB1
ILMN_1753370	ABTB2
ILMN_1738921	ACAA1
ILMN_1660199	ACAA2
ILMN_1772123	ACACA
ILMN_1667641	ACACA
ILMN_1763852	ACACB
ILMN_1687303	ACAD10
ILMN_1761058	ACAD11
ILMN_1724699	ACAD8
ILMN_1775579	ACAD9
ILMN_1660890	ACADL
ILMN_1778104	ACADM
ILMN_1795104	ACADS
ILMN_1740920	ACADSB
ILMN_1806408	ACADVL
ILMN_1808395	ACAP1
ILMN_1743847	ACAP3
ILMN_1800008	ACAT1
ILMN_1708672	ACAT2
ILMN_1665945	ACBD3
ILMN_1676288	ACBD4
ILMN_1693250	ACBD5
ILMN_1684271	ACBD6
ILMN_1798956	ACBD7
ILMN_1665932	ASIC2
ILMN_1779685	ASIC2
ILMN_1727251	ASIC1
ILMN_1769694	ASIC1
ILMN_1734479	ASIC3
ILMN_1758005	ASIC4
ILMN_1750295	ASIC5
ILMN_1716480	ACD
ILMN_1779984	ACE
ILMN_1667018	ACE2
ILMN_1669291	ACHE
ILMN_1699636	ACIN1
ILMN_1749014	ACLY
ILMN_1727091	ACMSD
ILMN_1771348	SDHAF3
ILMN_1750800	ACO1
ILMN_1654861	ACO2
ILMN_1715543	ACOT1
ILMN_1709077	ACOT11
ILMN_1739594	ACOT11
ILMN_1785474	ACOT12
ILMN_1716237	ACOT2
ILMN_1764321	ACOT4
ILMN_1784756	ACOT7
ILMN_1740265	ACOT7
ILMN_1719178	ACOT7
ILMN_1788078	ACOT7
ILMN_1679600	ACOT8
ILMN_1658995	ACOT9
ILMN_1658982	ACOX1
ILMN_1669181	ACOX1
ILMN_1750158	ACOX1
ILMN_1685703	ACOX2
ILMN_1743396	ACOX3
ILMN_1669633	ACP1
ILMN_1804815	ACP2
ILMN_1761728	ACP5
ILMN_1681130	ACP6
ILMN_1706598	PXYLP1
ILMN_1758323	ACP3
ILMN_1728331	ACP4
ILMN_1705637	ACR
ILMN_1784203	ACRBP
ILMN_1666690	GCNA
ILMN_1654468	ACRV1
ILMN_1676609	ACSBG1
ILMN_1730002	ACSBG2
ILMN_1716832	ACSF3
ILMN_1684585	ACSL1
ILMN_1654414	ACSL3
ILMN_1666096	ACSL3
ILMN_1683598	ACSL4
ILMN_1705247	ACSL5
ILMN_1678517	ACSL5
ILMN_1807914	ACSL5
ILMN_1730025	ACSL6
ILMN_1737418	ACSL6
ILMN_1709539	ACSM1
ILMN_1765912	ACSM2B
ILMN_1746128	ACSM2B
ILMN_1771084	ACSM3
ILMN_1685952	ACSM3
ILMN_1662738	ACSM3
ILMN_1766966	ACSM5
ILMN_1752269	ACSS1
ILMN_1675125	ACSS2
ILMN_1714197	ACSS2
ILMN_1697510	ACSS2
ILMN_1659885	ACSS3
ILMN_1671703	ACTA2
ILMN_2038777	ACTB
ILMN_1777296	ACTB
ILMN_1343294	ACTB
ILMN_1717783	POTEH
ILMN_1658660	ACTC1
ILMN_1704961	ACTG1
ILMN_1795325	ACTG2
ILMN_1749297	ACTL6A
ILMN_1657855	ACTL6B
ILMN_1717900	ACTL7A
ILMN_1796088	ACTL7B
ILMN_1704078	ACTL8
ILMN_1798892	ACTN1
ILMN_1654422	ACTN2
ILMN_1665691	ACTN3
ILMN_1725534	ACTN4
ILMN_1798254	ACTR10
ILMN_1792314	ACTR1A
ILMN_1695821	ACTR1B
ILMN_1697774	ACTR2
ILMN_1657153	ACTR3
ILMN_1787513	ACTR3B
ILMN_1652594	ACTR5
ILMN_1697585	ACTR6
ILMN_1689162	ACTR8
ILMN_1815392	ACTRT1
ILMN_1760490	ACVR1
ILMN_1764593	ACVR1B
ILMN_1786544	ACVR1B
ILMN_1689217	ACVR1C
ILMN_1670912	ACVR2A
ILMN_1668983	ACVR2B
ILMN_1659660	ACVRL1
ILMN_1683883	ACY1
ILMN_1670193	ACY3
ILMN_1686432	ACYP1
ILMN_1694233	ACYP1
ILMN_1697550	ACYP2
ILMN_1803686	ADA
ILMN_1745108	ADAD2
ILMN_1725043	ADAL
ILMN_1718946	ADAM10
ILMN_1711374	ADAM11
ILMN_1785393	ADAM12
ILMN_1705689	ADAM12
ILMN_1726266	ADAM12
ILMN_1756920	ADAM15
ILMN_1751500	ADAM15
ILMN_1765779	ADAM17
ILMN_1694562	ADAM18
ILMN_1713751	ADAM19
ILMN_1788481	ADAM19
ILMN_1662675	ADAM2
ILMN_1737629	ADAM20
ILMN_1812112	ADAM21
ILMN_1675210	ADAM22
ILMN_1706302	ADAM22
ILMN_1785165	ADAM23
ILMN_1664236	ADAM28
ILMN_1664631	ADAM28
ILMN_1802100	ADAM28
ILMN_1774383	ADAM30
ILMN_1806841	ADAM32
ILMN_1798045	ADAM32
ILMN_1651657	ADAM33
ILMN_1671297	ADAM33
ILMN_1795204	ADAM3A
ILMN_1783312	ADAM6
ILMN_1750294	ADAM7
ILMN_1708348	ADAM8
ILMN_1727524	ADAM9
ILMN_1716909	ADAMDEC1
ILMN_1673566	ADAMTS1
ILMN_1751168	ADAMTS10
ILMN_1660970	ADAMTS12
ILMN_1662590	ADAMTS13
ILMN_1787386	ADAMTS13
ILMN_1676452	ADAMTS14
ILMN_1683781	ADAMTS15
ILMN_1718676	ADAMTS16
ILMN_1682989	ADAMTS17
ILMN_1770152	ADAMTS18
ILMN_1739872	ADAMTS18
ILMN_1672208	ADAMTS19
ILMN_1796628	ADAMTS2
ILMN_1811765	ADAMTS2
ILMN_1651717	ADAMTS20
ILMN_1787908	ADAMTS20
ILMN_1703803	ADAMTS3
ILMN_1751489	ADAMTS4
ILMN_1671747	ADAMTS5
ILMN_1767362	ADAMTS6
ILMN_1772239	ADAMTS7
ILMN_1663112	ADAMTS8
ILMN_1805543	ADAMTS9
ILMN_1722621	ADAMTSL1
ILMN_1705250	ADAMTSL1
ILMN_1721495	ADAMTSL2
ILMN_1798690	ADAMTSL3
ILMN_1793040	ADAMTSL5
ILMN_1776777	ADAR
ILMN_1706963	ADAR
ILMN_1679797	ADARB1
ILMN_1657442	ADARB1
ILMN_1697628	ADARB1
ILMN_1749493	ADARB2
ILMN_1657139	ADAT1
ILMN_1806275	ADAT3
ILMN_1659599	AZIN2
ILMN_1698777	ADCK1
ILMN_1663132	ADCK2
ILMN_1754395	COQ8B
ILMN_1761309	ADCK5
ILMN_1742073	ADCY1
ILMN_1810691	ADCY2
ILMN_1676893	ADCY3
ILMN_1677893	ADCY4
ILMN_1708588	ADCY5
ILMN_1685156	ADCY6
ILMN_1655935	ADCY7
ILMN_1672938	ADCY8
ILMN_1654287	ADCY9
ILMN_1763344	ADCYAP1
ILMN_1711736	ADCYAP1R1
ILMN_1759252	ADD1
ILMN_1694133	ADD2
ILMN_1787378	ADD3
ILMN_1678501	ADD3
ILMN_1814526	ADD3
ILMN_1660332	PLIN2
ILMN_1764309	ADH1A
ILMN_1811598	ADH1B
ILMN_1740717	ADH1C
ILMN_1797912	ADH4
ILMN_1738604	ADH5
ILMN_1691175	ADH6
ILMN_1702858	ADHFE1
ILMN_1795671	ADI1
ILMN_1743331	ADIG
ILMN_1775045	ADIPOQ
ILMN_1688322	ADIPOR1
ILMN_1750651	ADIPOR2
ILMN_1768062	ADK
ILMN_1801020	ADK
ILMN_1693362	ADK
ILMN_1708934	ADM
ILMN_1702933	ADM2
ILMN_1666019	ADNP
ILMN_1657993	ADNP
ILMN_1779346	ADNP2
ILMN_1690352	ADO
ILMN_1812174	ADORA1
ILMN_1743519	ADORA2A
ILMN_1703946	ADORA2B
ILMN_1733259	TMIGD3
ILMN_1730710	ADORA3
ILMN_1793959	ADPGK
ILMN_1794512	ADPRH
ILMN_1788530	ADPRHL1
ILMN_1795788	ADPRHL1
ILMN_1760335	ADPRHL1
ILMN_1811480	ADPRS
ILMN_1780551	ADRA1A
ILMN_1686170	ADRA1A
ILMN_1709167	ADRA1A
ILMN_1813598	ADRA1A
ILMN_1799019	ADRA1A
ILMN_1679754	ADRA1B
ILMN_1716421	ADRA1D
ILMN_1659371	ADRA2A
ILMN_1677868	ADRA2B
ILMN_1809596	ADRA2C
ILMN_1733963	ADRA2C
ILMN_1804255	ADRB1
ILMN_1695590	ADRB2
ILMN_1694007	ADRB3
ILMN_1668900	GRK3
ILMN_1760143	ADRM1
ILMN_1790757	ADSL
ILMN_1778796	ADSS2
ILMN_1749804	ADSS1
ILMN_1720235	ADSS1
ILMN_1699404	ADSS1
ILMN_1736178	AEBP1
ILMN_1803376	AEBP2
ILMN_1712944	TLE5
ILMN_1707958	TLE5
ILMN_1651235	AFAP1
ILMN_1701998	AFAP1
ILMN_1694140	AFAP1L1
ILMN_1730995	AFAP1L2
ILMN_1702696	AKR7L
ILMN_1769563	AKR7A2P1
ILMN_1673119	AFF1
ILMN_1725889	AFF2
ILMN_1775235	AFF3
ILMN_1697308	AFF3
ILMN_1677951	AFF3
ILMN_1708502	AFF4
ILMN_1792109	AFG3L1P
ILMN_1699172	AFG3L1P
ILMN_1686357	AFG3L2
ILMN_1670135	AFM
ILMN_1707551	AFMID
ILMN_1782204	AFP
ILMN_1795996	AFTPH
ILMN_1767722	AFTPH
ILMN_1802631	AGA
ILMN_1735591	AGAP2
ILMN_1688627	AGBL2
ILMN_1693148	ACAN
ILMN_1686157	ACAN
ILMN_1690829	AGER
ILMN_1729777	AGER
ILMN_1776153	AGGF1
ILMN_1772645	AGK
ILMN_1680343	AGL
ILMN_1775082	AGL
ILMN_1750235	AGL
ILMN_1717468	AGL
ILMN_1664006	AGL
ILMN_1707169	AGMAT
ILMN_1697790	AGPAT1
ILMN_1779109	AGPAT1
ILMN_1751657	AGPAT1
ILMN_1732176	AGPAT2
ILMN_1681081	AGPAT2
ILMN_1678548	AGPAT3
ILMN_1730504	AGPAT4
ILMN_1768029	AGPAT5
ILMN_1740752	GPAT4
ILMN_1674759	LPCAT4
ILMN_1794875	GPAT3
ILMN_1750465	AGPS
ILMN_1728787	AGR3
ILMN_1770454	AGRN
ILMN_1714253	AGRP
ILMN_1770336	AGRP
ILMN_1815242	AGT
ILMN_1718071	AGTPBP1
ILMN_1814327	AGTR1
ILMN_1775634	AGTR2
ILMN_1802458	AGTRAP
ILMN_1700183	APLNR
ILMN_1709796	AGXT
ILMN_1783963	AGXT2
ILMN_1757807	ETNPPL
ILMN_1686370	PHYKPL
ILMN_1809139	AHCTF1
ILMN_1747504	AHCTF1
ILMN_1657862	AHCY
ILMN_1770412	AHCYL1
ILMN_1712786	AHCYL2
ILMN_1655491	AHDC1
ILMN_1791006	AHI1
ILMN_1726703	AHNAK
ILMN_1792495	AHNAK
ILMN_1787375	AHNAK
ILMN_1812640	AHR
ILMN_1782679	AHRR
ILMN_1703617	AHSA1
ILMN_1798308	AHSA2P
ILMN_1730625	AHSG
ILMN_1792434	AICDA
ILMN_1792473	AIF1
ILMN_1771827	AIF1
ILMN_1703538	AIF1
ILMN_1667183	AIFM1
ILMN_1668408	AIFM1
ILMN_1717357	AIFM1
ILMN_1712639	AIFM2
ILMN_1704173	AIFM3
ILMN_1744905	AIG1
ILMN_1688625	CRYBG1
ILMN_1776916	CRYBG2
ILMN_1681301	AIM2
ILMN_1652920	AIP
ILMN_1698785	AIPL1
ILMN_1670282	AIRE
ILMN_1791236	AIRE
ILMN_1723521	AJAP1
ILMN_1779965	AK1
ILMN_1655645	AK2
ILMN_1716053	AK2
ILMN_1670542	AK2
ILMN_1778173	AK3
ILMN_1686522	AK4
ILMN_1764090	AK4
ILMN_1798249	AK4
ILMN_1690676	AK5
ILMN_1656593	AK5
ILMN_1684305	AK7
ILMN_1712530	AKAP1
ILMN_1718808	AKAP10
ILMN_1783818	AKAP11
ILMN_1693220	AKAP11
ILMN_1770149	AKAP12
ILMN_1684836	AKAP12
ILMN_1686846	AKAP12
ILMN_1709101	AKAP13
ILMN_1752247	AKAP13
ILMN_1679987	AKAP14
ILMN_1673542	AKAP14
ILMN_1802537	AKAP14
ILMN_1808905	AKAP3
ILMN_1661381	AKAP4
ILMN_1698978	AKAP4
ILMN_1734794	AKAP4
ILMN_1690818	AKAP5
ILMN_1770758	AKAP6
ILMN_1703049	AKAP7
ILMN_1679943	AKAP7
ILMN_1733690	AKAP7
ILMN_1741572	AKAP8
ILMN_1768962	AKAP8L
ILMN_1779315	AKAP9
ILMN_1802799	AKIRIN1
ILMN_1679383	AKIRIN1
ILMN_1666602	AKIRIN2
ILMN_1770673	AKNA
ILMN_1728047	AKR1A1
ILMN_1774938	AKR1A1
ILMN_1701731	AKR1B1
ILMN_1672148	AKR1B10
ILMN_1662507	AKR1C1
ILMN_1730191	AKR1C2
ILMN_1713124	AKR1C3
ILMN_1668880	AKR1C4
ILMN_1685803	AKR1C8P
ILMN_1694985	AKR1E2
ILMN_1692661	AKR1D1
ILMN_1677043	AKR7A2
ILMN_1676592	AKR7A3
ILMN_1748661	AKT1
ILMN_1784157	AKT1
ILMN_1702729	AKT1S1
ILMN_1743347	AKT2
ILMN_1663777	AKT3
ILMN_1733598	AKT3
ILMN_1757130	AKT3
ILMN_1665982	AKTIP
ILMN_1747577	ALAD
ILMN_1700047	ALAS1
ILMN_1728309	ALAS1
ILMN_1708323	ALAS2
ILMN_1682763	ALB
ILMN_1670870	ALCAM
ILMN_1776384	ALDH16A1
ILMN_1709348	ALDH1A1
ILMN_1748538	ALDH1A2
ILMN_1807439	ALDH1A3
ILMN_1675398	ALDH1B1
ILMN_1802167	ALDH1L1
ILMN_1736539	ALDH1L2
ILMN_1793859	ALDH2
ILMN_1702503	ALDH3A1
ILMN_1794825	ALDH3A2
ILMN_1667564	ALDH3A2
ILMN_1727965	ALDH3B1
ILMN_1728662	ALDH3B1
ILMN_1763666	ALDH3B2
ILMN_1761514	ALDH3B2
ILMN_1656368	ALDH4A1
ILMN_1790642	ALDH4A1
ILMN_1715859	ALDH5A1
ILMN_1785284	ALDH6A1
ILMN_1763461	ALDH7A1
ILMN_1687508	ALDH7A1
ILMN_1699258	ALDH8A1
ILMN_1681938	ALDH8A1
ILMN_1761804	ALDH9A1
ILMN_1741148	ALDOA
ILMN_1681374	ALDOA
ILMN_1723927	ALDOA
ILMN_1736700	ALDOA
ILMN_1771970	ALDOB
ILMN_1755974	ALDOC
ILMN_1718093	ALG1
ILMN_1730304	ALG10
ILMN_1660856	ALG11
ILMN_1743995	ALG12
ILMN_1761456	ALG13
ILMN_1743635	ALG14
ILMN_1737945	ALG2
ILMN_1722688	ALG2
ILMN_1711886	ALG3
ILMN_1664449	ALG5
ILMN_1771411	ALG6
ILMN_1685413	ALG8
ILMN_1732809	ALG9
ILMN_1753135	ALK
ILMN_1758038	ALKBH1
ILMN_1690252	ALKBH2
ILMN_1703105	ALKBH3
ILMN_1805673	ALKBH4
ILMN_1657283	ALKBH5
ILMN_1808792	ALKBH6
ILMN_1735338	ALKBH7
ILMN_1779190	ALKBH8
ILMN_1784583	ALLC
ILMN_1681046	ALLC
ILMN_1709155	ALMS1
ILMN_1713731	ALOX12
ILMN_1692332	ALOX12B
ILMN_1679410	ALOX15
ILMN_1783443	ALOX15
ILMN_1711498	ALOX15
ILMN_1751975	ALOX15B
ILMN_1792150	ALOX5
ILMN_1680996	ALOX5
ILMN_1797875	ALOX5AP
ILMN_1678255	ALOXE3
ILMN_1752669	ALPI
ILMN_1734630	ALPK3
ILMN_1701603	ALPL
ILMN_1693789	ALPP
ILMN_1801851	ALPG
ILMN_1750256	ALS2
ILMN_1690636	ALS2CL
ILMN_1702322	ALS2CL
ILMN_1700596	ALS2CL
ILMN_1771239	C2CD6
ILMN_1765674	FLACC1
ILMN_1739942	FAM117B
ILMN_1787314	CCDC186
ILMN_1766366	ICA1L
ILMN_1652461	PARD3B
ILMN_1701386	STRADB
ILMN_1800958	TMEM237
ILMN_1760889	CARF
ILMN_1803384	ALX4
ILMN_1797432	SLC35G3
ILMN_1715988	SLC35G5
ILMN_1759670	AMACR
ILMN_1792741	AMACR
ILMN_1794384	AMBN
ILMN_1697611	AMBN
ILMN_1751092	AMBN
ILMN_1771081	AMBP
ILMN_1662681	AMBRA1
ILMN_1667994	AMD1
ILMN_1788462	AMD1
ILMN_1788239	AMDHD1
ILMN_1698834	AMDHD2
ILMN_1669257	AMELX
ILMN_1727258	AMELY
ILMN_1723116	AMFR
ILMN_1666258	AMFR
ILMN_1660995	AMH
ILMN_1736412	AMHR2
ILMN_1743013	JAML
ILMN_1765460	AMIGO1
ILMN_1725896	AMIGO2
ILMN_1738233	AMIGO3
ILMN_1724879	AMMECR1
ILMN_1779374	AMMECR1
ILMN_1727023	AMMECR1L
ILMN_1750880	AMN1
ILMN_1792409	AMOT
ILMN_1778788	AMOTL2
ILMN_1759312	AMPD1
ILMN_1786899	AMPD2
ILMN_1701589	AMPD2
ILMN_1696830	AMPD2
ILMN_1774447	AMPD3
ILMN_1731223	AMPD3
ILMN_1660854	AMPD3
ILMN_1665307	AMPD3
ILMN_1667272	AMPH
ILMN_1685834	AMPH
ILMN_1665331	AMT
ILMN_1713927	AMTN
ILMN_1797796	AMY1A
ILMN_1719031	AMY1A
ILMN_1726327	AMY1A
ILMN_1663313	AMY1A
ILMN_1751102	AMY2A
ILMN_1694882	AMY2B
ILMN_1785742	AMZ1
ILMN_1801606	AMZ2
ILMN_1664435	ANAPC1
ILMN_1804812	ANAPC1
ILMN_1770378	ANAPC10
ILMN_1753773	ANAPC11
ILMN_1722102	ANAPC11
ILMN_1793894	ANAPC13
ILMN_1813243	ANAPC2
ILMN_1807888	ANAPC2
ILMN_1748653	ANAPC2
ILMN_1802973	ANAPC4
ILMN_1723177	ANAPC5
ILMN_1684035	ANAPC7
ILMN_1760727	ANG
ILMN_1665871	ANGEL1
ILMN_1766765	ANGEL2
ILMN_1688100	ANGPT1
ILMN_1774207	ANGPT2
ILMN_1758443	ANGPT4
ILMN_1669773	ANGPTL1
ILMN_1772612	ANGPTL2
ILMN_1695193	ANGPTL3
ILMN_1707727	ANGPTL4
ILMN_1674376	ANGPTL4
ILMN_1755059	ANGPTL5
ILMN_1725518	ANGPTL6
ILMN_1813361	ANGPTL7
ILMN_1684694	ANK1
ILMN_1776363	ANK2
ILMN_1652729	ANK2
ILMN_1657016	ANK3
ILMN_1661875	ANK3
ILMN_1651943	ANK3
ILMN_1813139	ANKDD1A
ILMN_1811239	ANKFN1
ILMN_1794470	ANKFY1
ILMN_1735364	ANKFY1
ILMN_1801464	ANKFY1
ILMN_1692080	ANKH
ILMN_1765091	ANKHD1
ILMN_1778304	ANKHD1
ILMN_1766560	ANKHD1-EIF4EBP3
ILMN_1797873	ANKK1
ILMN_1675483	ANKMY1
ILMN_1799369	ANKMY1
ILMN_1747259	ANKMY1
ILMN_1784292	ANKMY2
ILMN_1710655	ANKRA2
ILMN_1716264	ANKRD1
ILMN_1711828	ANKRD10
ILMN_1690465	ANKRD11
ILMN_1661833	ANKRD12
ILMN_1689908	ANKRD13A
ILMN_1794070	ANKRD13B
ILMN_1687264	ANKRD13C
ILMN_1662902	ANKRD13D
ILMN_1675435	ANKRD16
ILMN_1659156	ANKRD16
ILMN_1787064	ANKRD17
ILMN_1712019	ANKRD17
ILMN_1666221	ANKRD19P
ILMN_1682547	ANKRD2
ILMN_1747839	ANKRD20A1
ILMN_1670452	ANKRD20A1
ILMN_1679184	ANKRD20A1
ILMN_1757147	ANKRD20A1
ILMN_1799848	ANKRD22
ILMN_1747151	ANKRD23
ILMN_1768202	ANKRD24
ILMN_1740161	ANKRD26
ILMN_1794063	ANKRD27
ILMN_1697594	ANKRD28
ILMN_1749338	ANKRD29
ILMN_1813607	ANKRD30A
ILMN_1796059	ANKRD30A
ILMN_1672000	ANKRD30B
ILMN_1730678	DGKB
ILMN_1809966	ANKRD30B
ILMN_1708056	ANKRD31
ILMN_1805985	SLF1
ILMN_1667748	ANKRD33
ILMN_1655766	ANKRD34B
ILMN_1652421	ANKRD35
ILMN_1738671	ANKRD36
ILMN_1750459	ANKRD36
ILMN_1660542	ANKRD36
ILMN_1756417	ANKRD37
ILMN_1776936	KANK4
ILMN_1710979	ANKRD39
ILMN_1758846	ANKRD40
ILMN_1751744	ANKLE1
ILMN_1655364	ANKRD42
ILMN_1779882	SOWAHA
ILMN_1733716	ANKRD45
ILMN_1712298	ANKRD46
ILMN_1750644	KANK3
ILMN_1669259	ANKRD49
ILMN_1793466	ANKEF1
ILMN_1756437	ANKEF1
ILMN_1729342	ANKRD50
ILMN_1772660	ANKRD53
ILMN_1766309	ANKRD54
ILMN_1698159	ANKRD6
ILMN_1779951	ANKRD7
ILMN_1675937	ANKRD9
ILMN_1813669	ANKS1A
ILMN_1811770	ANKS1B
ILMN_1799115	ANKS1B
ILMN_1758392	ANKS1B
ILMN_1751636	ANKS3
ILMN_1763742	ANKS4B
ILMN_1804447	ANKS6
ILMN_1677487	ANKZF1
ILMN_1739645	ANLN
ILMN_1690154	ANO5
ILMN_1674941	ANO6
ILMN_1709124	ANO8
ILMN_1803500	ANP32A
ILMN_1684293	ANP32B
ILMN_1655868	ANP32C
ILMN_1728191	ANP32D
ILMN_1684923	ANP32E
ILMN_1763837	ANPEP
ILMN_1780894	ANTXR1
ILMN_1811877	ANTXR1
ILMN_1670379	ANTXR1
ILMN_1812926	ANTXR2
ILMN_1668044	ANTXRL
ILMN_1668566	ZFAND4
ILMN_1681783	ANXA1
ILMN_1699421	ANXA10
ILMN_1685170	ANXA11
ILMN_1807003	ANXA11
ILMN_1799243	ANXA13
ILMN_1737612	ANXA13
ILMN_1755937	ANXA2
ILMN_1711899	ANXA2
ILMN_1698100	ANXA2P1
ILMN_1798372	ANXA2P3
ILMN_1694548	ANXA3
ILMN_1711408	ANXA4
ILMN_1741003	ANXA5
ILMN_1695184	ANXA6
ILMN_1662322	ANXA7
ILMN_1703791	ANXA7
ILMN_1778087	ANXA8
ILMN_1755721	ANXA9
ILMN_1709820	AOAH
ILMN_1799863	AOC2
ILMN_1741431	AOC2
ILMN_1782086	AOC3
ILMN_1781537	KDM1B
ILMN_1813840	KDM1A
ILMN_1767113	AOX1
ILMN_1789676	AOX2P
ILMN_1781983	AP1B1
ILMN_1652569	AP1G1
ILMN_1754179	AP1G2
ILMN_1740396	SYNRG
ILMN_1754738	AP1M1
ILMN_1705861	AP1M2
ILMN_1662927	AP1S1
ILMN_1751345	AP1S1
ILMN_1712806	AP1S1
ILMN_1766411	AP1S2
ILMN_1768610	AP1S3
ILMN_1673108	AP2A1
ILMN_1815306	AP2A1
ILMN_1803779	AP2A2
ILMN_1681998	AP2B1
ILMN_1699598	AP2M1
ILMN_1809957	AP2S1
ILMN_1662426	AP2S1
ILMN_1768867	AP3B1
ILMN_1679256	AP3B2
ILMN_1764945	AP3D1
ILMN_1701774	AP3M1
ILMN_1667086	AP3M1
ILMN_1676946	AP3M2
ILMN_1658911	AP3S1
ILMN_1731596	AP3S2
ILMN_1669377	AP4B1
ILMN_1754531	AP4E1
ILMN_1779512	AP4M1
ILMN_1760466	AP4S1
ILMN_1659463	APAF1
ILMN_1668285	APBA1
ILMN_1723626	APBA2
ILMN_1749738	NECAB3
ILMN_1686610	APBA3
ILMN_1769918	APBB1
ILMN_1699646	APBB1
ILMN_1713130	APBB1
ILMN_1801710	APBB1IP
ILMN_1716790	APBB2
ILMN_1740772	APBB3
ILMN_1662668	APC
ILMN_1659950	APC2
ILMN_1656951	APCDD1
ILMN_1689431	APCDD1L
ILMN_1708833	APCS
